FRAMEWORK,DATE,HOUR,CIRCUIT,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM,CPU,BUILD-TIME,TRANSPILE-TIME,TOTAL-TIME
cirq,20251114,102012,circuito_prueba,,,,,N/A,N/A,N/A,N/A,7.40
