FRAMEWORK,DATE,HOUR,CIRCUIT,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM,CPU,BUILD-TIME,TRANSPILE-TIME,TOTAL-TIME
myqlm,20251119,100314,circuito_prueba,,,,,,,,,
