FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260114,10:13:47,seca_n11,1,11,26,36,62,256.7,37.5,0.0007,3.0369,3.0412
tket,20260114,10:13:47,seca_n11,2,11,26,36,62,257.03,36.9,0.0037,3.0353,3.0426
tket,20260114,10:13:47,seca_n11,3,11,26,36,62,257.18,36.5,0.0007,3.0714,3.0776
tket,20260114,10:13:47,seca_n11,4,11,26,36,62,256.82,38.6,0.0006,2.9028,2.9069
tket,20260114,10:13:47,seca_n11,5,11,26,36,62,257.17,38.6,0.0006,2.9524,2.9685
tket,20260114,10:13:47,seca_n11,6,11,26,36,62,257.11,37.0,0.0007,3.0231,3.0273
tket,20260114,10:13:47,seca_n11,7,11,26,36,62,257.11,40.1,0.0026,2.7898,2.7999
tket,20260114,10:13:47,seca_n11,8,11,26,36,62,257.03,40.0,0.0008,2.7971,2.8015
tket,20260114,10:13:47,seca_n11,9,11,26,36,62,256.61,39.3,0.0007,2.8711,2.8764
tket,20260114,10:13:47,seca_n11,10,11,26,36,62,256.6,36.5,0.0007,3.0984,3.1157
