FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260130,12:43:30,dnn_n16,1,16,1632,384,2016,215.93,39.1,0.102,3.8672,3.9692
cirq,20260130,12:43:30,dnn_n16,2,16,1632,384,2016,216.05,39.3,0.08,3.812,3.892
cirq,20260130,12:43:30,dnn_n16,3,16,1632,384,2016,216.23,39.2,0.0968,3.9041,4.0009
cirq,20260130,12:43:30,dnn_n16,4,16,1632,384,2016,216.26,35.4,0.1047,4.3537,4.4584
cirq,20260130,12:43:30,dnn_n16,5,16,1632,384,2016,216.42,39.0,0.1165,3.8587,3.9752
cirq,20260130,12:43:30,dnn_n16,6,16,1632,384,2016,215.79,36.4,0.1418,4.251,4.3928
cirq,20260130,12:43:30,dnn_n16,7,16,1632,384,2016,216.17,38.8,0.1029,3.8887,3.9916
cirq,20260130,12:43:30,dnn_n16,8,16,1632,384,2016,216.3,38.5,0.1212,3.903,4.0242
cirq,20260130,12:43:30,dnn_n16,9,16,1632,384,2016,216.17,36.4,0.1091,4.3178,4.427
cirq,20260130,12:43:30,dnn_n16,10,16,1632,384,2016,216.3,36.3,0.1211,4.2008,4.3219
