FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260130,12:22:39,dnn_n16,1,16,1632,384,2016,215.92,37.7,0.1139,4.0979,4.2119
cirq,20260130,12:22:39,dnn_n16,2,16,1632,384,2016,216.33,40.1,0.0859,4.0277,4.1137
cirq,20260130,12:22:39,dnn_n16,3,16,1632,384,2016,215.62,35.1,0.2067,4.3219,4.5286
cirq,20260130,12:22:39,dnn_n16,4,16,1632,384,2016,216.04,37.1,0.1307,4.2938,4.4245
cirq,20260130,12:22:39,dnn_n16,5,16,1632,384,2016,216.17,36.7,0.1148,4.3522,4.4671
cirq,20260130,12:22:39,dnn_n16,6,16,1632,384,2016,215.67,37.3,0.1248,4.0542,4.179
cirq,20260130,12:22:39,dnn_n16,7,16,1632,384,2016,216.45,37.0,0.0389,4.2542,4.2932
cirq,20260130,12:22:39,dnn_n16,8,16,1632,384,2016,216.17,37.1,0.1068,4.1031,4.21
cirq,20260130,12:22:39,dnn_n16,9,16,1632,384,2016,216.29,35.1,0.1065,4.2796,4.3861
cirq,20260130,12:22:39,dnn_n16,10,16,1632,384,2016,215.67,45.2,0.0763,3.195,3.2714
