FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260114,10:16:07,dnn_n16,1,16,1632,384,2016,216.04,45.0,0.0825,3.3622,3.4446
cirq,20260114,10:16:07,dnn_n16,2,16,1632,384,2016,216.71,40.1,0.1434,3.6962,3.8396
cirq,20260114,10:16:07,dnn_n16,3,16,1632,384,2016,216.38,36.9,0.1341,4.0986,4.2327
cirq,20260114,10:16:07,dnn_n16,4,16,1632,384,2016,216.3,38.5,0.1103,4.1751,4.2854
cirq,20260114,10:16:07,dnn_n16,5,16,1632,384,2016,216.04,37.5,0.089,4.042,4.131
cirq,20260114,10:16:07,dnn_n16,6,16,1632,384,2016,216.32,41.3,0.0945,3.6811,3.7756
cirq,20260114,10:16:07,dnn_n16,7,16,1632,384,2016,216.05,41.2,0.1258,3.6579,3.7837
cirq,20260114,10:16:07,dnn_n16,8,16,1632,384,2016,216.05,37.7,0.0709,4.0623,4.1333
cirq,20260114,10:16:07,dnn_n16,9,16,1632,384,2016,216.17,37.3,0.1303,4.1094,4.2397
cirq,20260114,10:16:07,dnn_n16,10,16,1632,384,2016,216.54,35.5,0.0953,4.3561,4.4514
