FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260114,10:05:15,dnn_n16,1,16,1632,384,2016,215.92,35.9,0.1176,4.1948,4.3124
cirq,20260114,10:05:15,dnn_n16,2,16,1632,384,2016,216.3,36.6,0.0853,4.1275,4.2128
cirq,20260114,10:05:15,dnn_n16,3,16,1632,384,2016,216.17,37.4,0.1544,3.9914,4.1458
cirq,20260114,10:05:15,dnn_n16,4,16,1632,384,2016,216.07,38.4,0.1054,3.9337,4.0391
cirq,20260114,10:05:15,dnn_n16,5,16,1632,384,2016,216.04,38.9,0.1193,3.868,3.9874
cirq,20260114,10:05:15,dnn_n16,6,16,1632,384,2016,216.24,40.8,0.1401,3.6376,3.7776
cirq,20260114,10:05:15,dnn_n16,7,16,1632,384,2016,216.29,40.5,0.1092,3.7187,3.8279
cirq,20260114,10:05:15,dnn_n16,8,16,1632,384,2016,216.17,37.3,0.0844,4.0717,4.1561
cirq,20260114,10:05:15,dnn_n16,9,16,1632,384,2016,216.8,38.0,0.1072,3.9504,4.0576
cirq,20260114,10:05:15,dnn_n16,10,16,1632,384,2016,216.42,38.4,0.1177,3.9621,4.0798
