FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20251227,16:31:40,toffoli_n3,1,3,24,6,30,255.7,30.0,0.0003,0.3666,0.372
tket,20251227,16:31:40,toffoli_n3,2,3,24,6,30,255.41,52.5,0.0003,0.2091,0.2155
tket,20251227,16:31:40,toffoli_n3,3,3,24,6,30,255.36,44.3,0.0003,0.2479,0.2553
tket,20251227,16:31:40,toffoli_n3,4,3,24,6,30,255.18,23.4,0.0043,0.4221,0.4419
tket,20251227,16:31:40,toffoli_n3,5,3,24,6,30,254.84,36.3,0.0003,0.303,0.3055
tket,20251227,16:31:40,toffoli_n3,6,3,24,6,30,256.09,29.2,0.0003,0.3758,0.3852
tket,20251227,16:31:40,toffoli_n3,7,3,24,6,30,255.4,33.8,0.0003,0.2954,0.3008
tket,20251227,16:31:40,toffoli_n3,8,3,24,6,30,255.54,25.7,0.0003,0.427,0.4304
tket,20251227,16:31:40,toffoli_n3,9,3,24,6,30,255.54,34.8,0.0003,0.3158,0.3224
tket,20251227,16:31:40,toffoli_n3,10,3,24,6,30,255.18,43.4,0.0003,0.2534,0.2598
