FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260401,09:33:28,toffoli_n3,1,3,24,6,0,30,255.2,41.0,0.0002,0.2911,0.2965
tket,20260401,09:33:28,toffoli_n3,2,3,24,6,0,30,255.29,31.7,0.0003,0.3471,0.3545
tket,20260401,09:33:28,toffoli_n3,3,3,24,6,0,30,255.92,40.6,0.0003,0.2703,0.2736
tket,20260401,09:33:28,toffoli_n3,4,3,24,6,0,30,255.11,33.2,0.0023,0.2991,0.3045
tket,20260401,09:33:28,toffoli_n3,5,3,24,6,0,30,255.6,32.8,0.0003,0.3346,0.339
tket,20260401,09:33:28,toffoli_n3,6,3,24,6,0,30,255.37,36.3,0.0003,0.3029,0.3103
tket,20260401,09:33:28,toffoli_n3,7,3,24,6,0,30,255.41,34.6,0.0003,0.3172,0.3206
tket,20260401,09:33:28,toffoli_n3,8,3,24,6,0,30,255.5,55.6,0.0003,0.1973,0.2004
tket,20260401,09:33:28,toffoli_n3,9,3,24,6,0,30,255.72,41.0,0.0003,0.2681,0.2745
tket,20260401,09:33:28,toffoli_n3,10,3,24,6,0,30,255.34,76.1,0.0003,0.1441,0.1456
