FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260219,15:29:08,toffoli_n3,1,3,24,6,0,30,256.0,48.5,0.0003,0.2448,0.2503
tket,20260219,15:29:08,toffoli_n3,2,3,24,6,0,30,255.05,37.7,0.0003,0.3182,0.3227
tket,20260219,15:29:08,toffoli_n3,3,3,24,6,0,30,255.51,30.9,0.0003,0.3561,0.3596
tket,20260219,15:29:08,toffoli_n3,4,3,24,6,0,30,255.52,35.6,0.0003,0.3088,0.3122
tket,20260219,15:29:08,toffoli_n3,5,3,24,6,0,30,255.45,31.0,0.0044,0.3181,0.3317
tket,20260219,15:29:08,toffoli_n3,6,3,24,6,0,30,255.56,45.0,0.0003,0.2442,0.2516
tket,20260219,15:29:08,toffoli_n3,7,3,24,6,0,30,255.12,42.0,0.0003,0.2617,0.263
tket,20260219,15:29:08,toffoli_n3,8,3,24,6,0,30,255.2,41.8,0.0003,0.2631,0.2809
tket,20260219,15:29:08,toffoli_n3,9,3,24,6,0,30,255.28,41.2,0.0003,0.2667,0.268
tket,20260219,15:29:08,toffoli_n3,10,3,24,6,0,30,255.54,39.4,0.0003,0.279,0.2815
