FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20251227,17:01:36,toffoli_n3,1,3,24,6,30,255.6,29.0,0.0003,0.4138,0.4215
tket,20251227,17:01:36,toffoli_n3,2,3,24,6,30,256.14,30.9,0.0023,0.321,0.3375
tket,20251227,17:01:36,toffoli_n3,3,3,24,6,30,255.48,39.1,0.0003,0.2807,0.2881
tket,20251227,17:01:36,toffoli_n3,4,3,24,6,30,255.3,38.1,0.0003,0.2882,0.2937
tket,20251227,17:01:36,toffoli_n3,5,3,24,6,30,255.57,40.2,0.0003,0.2732,0.2745
tket,20251227,17:01:36,toffoli_n3,6,3,24,6,30,255.27,44.8,0.0003,0.2898,0.2932
tket,20251227,17:01:36,toffoli_n3,7,3,24,6,30,255.98,38.5,0.0003,0.2851,0.2863
tket,20251227,17:01:36,toffoli_n3,8,3,24,6,30,255.38,29.8,0.0024,0.3662,0.3825
tket,20251227,17:01:36,toffoli_n3,9,3,24,6,30,255.66,47.5,0.0043,0.2062,0.2126
tket,20251227,17:01:36,toffoli_n3,10,3,24,6,30,255.97,81.4,0.0003,0.1348,0.136
