FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260219,15:34:51,toffoli_n3,1,3,24,6,0,30,255.66,30.9,0.0003,0.3561,0.3636
tket,20260219,15:34:51,toffoli_n3,2,3,24,6,0,30,255.5,48.8,0.0003,0.2454,0.2559
tket,20260219,15:34:51,toffoli_n3,3,3,24,6,0,30,255.04,32.3,0.0003,0.3706,0.3891
tket,20260219,15:34:51,toffoli_n3,4,3,24,6,0,30,255.12,35.2,0.0003,0.2837,0.2921
tket,20260219,15:34:51,toffoli_n3,5,3,24,6,0,30,255.85,45.6,0.0003,0.2408,0.2483
tket,20260219,15:34:51,toffoli_n3,6,3,24,6,0,30,255.29,38.0,0.0003,0.2886,0.3
tket,20260219,15:34:51,toffoli_n3,7,3,24,6,0,30,255.21,34.1,0.0003,0.3221,0.3296
tket,20260219,15:34:51,toffoli_n3,8,3,24,6,0,30,255.28,38.1,0.0003,0.3146,0.3303
tket,20260219,15:34:51,toffoli_n3,9,3,24,6,0,30,255.08,37.5,0.0003,0.3194,0.3208
tket,20260219,15:34:51,toffoli_n3,10,3,24,6,0,30,255.46,34.4,0.0003,0.3196,0.321
