FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260207,15:55:15,qec9xz_n17,1,17,21,32,0,53,200.7,47.4,0.0082,0.0972,0.1055
cirq,20260207,15:55:15,qec9xz_n17,2,17,21,32,0,53,200.32,33.7,0.0075,0.1408,0.1483
cirq,20260207,15:55:15,qec9xz_n17,3,17,21,32,0,53,200.43,35.7,0.0062,0.1059,0.1121
cirq,20260207,15:55:15,qec9xz_n17,4,17,21,32,0,53,200.06,30.2,0.0123,0.12,0.1323
cirq,20260207,15:55:15,qec9xz_n17,5,17,21,32,0,53,200.28,48.7,0.0042,0.0984,0.1026
cirq,20260207,15:55:15,qec9xz_n17,6,17,21,32,0,53,200.41,48.5,0.003,0.0588,0.0618
cirq,20260207,15:55:15,qec9xz_n17,7,17,21,32,0,53,199.91,39.7,0.0041,0.0966,0.1006
cirq,20260207,15:55:15,qec9xz_n17,8,17,21,32,0,53,199.82,31.4,0.0057,0.1218,0.1275
cirq,20260207,15:55:15,qec9xz_n17,9,17,21,32,0,53,200.35,70.1,0.0034,0.0536,0.057
cirq,20260207,15:55:15,qec9xz_n17,10,17,21,32,0,53,200.18,67.9,0.0043,0.0693,0.0736
