FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260130,12:24:04,dnn_n16,1,16,1632,384,2016,270.59,45.1,0.0287,7.9741,8.0336
tket,20260130,12:24:04,dnn_n16,2,16,1632,384,2016,270.57,61.8,0.0161,5.5209,5.5622
tket,20260130,12:24:04,dnn_n16,3,16,1632,384,2016,270.58,62.4,0.0166,5.4813,5.5202
tket,20260130,12:24:04,dnn_n16,4,16,1632,384,2016,270.6,60.1,0.016,5.8933,5.9297
tket,20260130,12:24:04,dnn_n16,5,16,1632,384,2016,270.4,65.3,0.0199,5.154,5.1919
tket,20260130,12:24:04,dnn_n16,6,16,1632,384,2016,270.59,63.6,0.0115,5.1928,5.2388
tket,20260130,12:24:04,dnn_n16,7,16,1632,384,2016,270.59,60.9,0.0173,5.5959,5.6418
tket,20260130,12:24:04,dnn_n16,8,16,1632,384,2016,270.44,85.9,0.0172,4.1509,4.1817
tket,20260130,12:24:04,dnn_n16,9,16,1632,384,2016,270.71,91.0,0.015,3.8763,3.9117
tket,20260130,12:24:04,dnn_n16,10,16,1632,384,2016,270.63,92.8,0.0114,3.7591,3.7823
