FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260114,10:17:42,dnn_n16,1,16,1632,384,2016,270.42,62.5,0.0335,5.6622,5.7215
tket,20260114,10:17:42,dnn_n16,2,16,1632,384,2016,270.59,67.3,0.0175,4.9587,5.0077
tket,20260114,10:17:42,dnn_n16,3,16,1632,384,2016,270.75,67.1,0.0114,5.2378,5.2795
tket,20260114,10:17:42,dnn_n16,4,16,1632,384,2016,270.72,61.5,0.0195,5.6421,5.7227
tket,20260114,10:17:42,dnn_n16,5,16,1632,384,2016,270.54,62.7,0.0128,5.4084,5.4445
tket,20260114,10:17:42,dnn_n16,6,16,1632,384,2016,270.38,68.9,0.0171,4.8908,4.9373
tket,20260114,10:17:42,dnn_n16,7,16,1632,384,2016,270.48,66.5,0.0174,5.1098,5.1482
tket,20260114,10:17:42,dnn_n16,8,16,1632,384,2016,270.24,69.9,0.0262,4.7248,4.7912
tket,20260114,10:17:42,dnn_n16,9,16,1632,384,2016,270.54,64.3,0.0175,5.4584,5.4988
tket,20260114,10:17:42,dnn_n16,10,16,1632,384,2016,270.08,63.3,0.0175,5.6384,5.6787
