FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260114,10:06:51,dnn_n16,1,16,1632,384,2016,270.56,57.3,0.0272,5.9086,5.9689
tket,20260114,10:06:51,dnn_n16,2,16,1632,384,2016,270.64,63.0,0.0104,5.5952,5.6201
tket,20260114,10:06:51,dnn_n16,3,16,1632,384,2016,270.62,72.4,0.0165,4.692,4.7372
tket,20260114,10:06:51,dnn_n16,4,16,1632,384,2016,270.55,66.8,0.0114,5.0766,5.132
tket,20260114,10:06:51,dnn_n16,5,16,1632,384,2016,270.69,67.2,0.012,5.059,5.1025
tket,20260114,10:06:51,dnn_n16,6,16,1632,384,2016,270.81,69.0,0.0169,4.9961,5.054
tket,20260114,10:06:51,dnn_n16,7,16,1632,384,2016,270.5,65.7,0.0232,5.0769,5.1358
tket,20260114,10:06:51,dnn_n16,8,16,1632,384,2016,270.59,65.3,0.0404,5.1353,5.2131
tket,20260114,10:06:51,dnn_n16,9,16,1632,384,2016,270.55,62.8,0.0373,5.6165,5.6946
tket,20260114,10:06:51,dnn_n16,10,16,1632,384,2016,270.88,67.0,0.0264,5.0026,5.0695
