FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260130,12:45:06,dnn_n16,1,16,1632,384,2016,270.45,53.6,0.0271,6.3901,6.461
tket,20260130,12:45:06,dnn_n16,2,16,1632,384,2016,270.44,63.1,0.0173,5.3261,5.3842
tket,20260130,12:45:06,dnn_n16,3,16,1632,384,2016,270.21,62.7,0.0172,5.3236,5.3824
tket,20260130,12:45:06,dnn_n16,4,16,1632,384,2016,270.48,62.8,0.0167,5.3358,5.3935
tket,20260130,12:45:06,dnn_n16,5,16,1632,384,2016,270.5,60.7,0.0165,5.7161,5.7513
tket,20260130,12:45:06,dnn_n16,6,16,1632,384,2016,270.68,62.2,0.0176,5.4778,5.5508
tket,20260130,12:45:06,dnn_n16,7,16,1632,384,2016,270.3,62.9,0.0104,5.3273,5.366
tket,20260130,12:45:06,dnn_n16,8,16,1632,384,2016,270.63,62.9,0.0146,5.4544,5.4903
tket,20260130,12:45:06,dnn_n16,9,16,1632,384,2016,270.39,64.7,0.0168,5.265,5.305
tket,20260130,12:45:06,dnn_n16,10,16,1632,384,2016,270.82,65.8,0.0167,5.0902,5.1298
