FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260219,15:30:14,qft_n4,1,4,6,6,0,12,255.25,39.7,0.0003,0.5035,0.5073
tket,20260219,15:30:14,qft_n4,2,4,6,6,0,12,255.35,40.4,0.0003,0.5196,0.5274
tket,20260219,15:30:14,qft_n4,3,4,6,6,0,12,255.2,45.1,0.0003,0.4428,0.4466
tket,20260219,15:30:14,qft_n4,4,4,6,6,0,12,255.19,43.9,0.0044,0.4512,0.461
tket,20260219,15:30:14,qft_n4,5,4,6,6,0,12,255.31,46.4,0.0023,0.4288,0.4365
tket,20260219,15:30:14,qft_n4,6,4,6,6,0,12,255.51,101.3,0.0003,0.1971,0.1998
tket,20260219,15:30:14,qft_n4,7,4,6,6,0,12,255.31,74.6,0.0003,0.281,0.2826
tket,20260219,15:30:14,qft_n4,8,4,6,6,0,12,255.89,73.6,0.0003,0.2577,0.2615
tket,20260219,15:30:14,qft_n4,9,4,6,6,0,12,255.43,67.2,0.0003,0.2822,0.287
tket,20260219,15:30:14,qft_n4,10,4,6,6,0,12,255.42,44.9,0.0003,0.4672,0.4771
