FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20251227,17:02:41,qft_n4,1,4,6,6,12,255.34,44.0,0.0003,0.4546,0.4623
tket,20251227,17:02:41,qft_n4,2,4,6,6,12,255.82,41.4,0.0003,0.5074,0.5119
tket,20251227,17:02:41,qft_n4,3,4,6,6,12,256.09,52.0,0.0003,0.4034,0.4051
tket,20251227,17:02:41,qft_n4,4,4,6,6,12,255.5,46.3,0.0003,0.4102,0.4194
tket,20251227,17:02:41,qft_n4,5,4,6,6,12,255.77,49.5,0.0003,0.4041,0.4057
tket,20251227,17:02:41,qft_n4,6,4,6,6,12,255.71,39.7,0.0003,0.504,0.5124
tket,20251227,17:02:41,qft_n4,7,4,6,6,12,255.45,91.7,0.0003,0.2177,0.2224
tket,20251227,17:02:41,qft_n4,8,4,6,6,12,255.93,64.1,0.0003,0.3272,0.3299
tket,20251227,17:02:41,qft_n4,9,4,6,6,12,255.46,59.4,0.0003,0.3194,0.327
tket,20251227,17:02:41,qft_n4,10,4,6,6,12,255.19,52.8,0.0003,0.3597,0.3646
