FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260219,15:20:26,qft_n4,1,4,6,6,0,12,255.61,44.2,0.0005,0.4517,0.4595
tket,20260219,15:20:26,qft_n4,2,4,6,6,0,12,255.75,38.9,0.0023,0.5123,0.5181
tket,20260219,15:20:26,qft_n4,3,4,6,6,0,12,255.64,47.7,0.0024,0.4383,0.4441
tket,20260219,15:20:26,qft_n4,4,4,6,6,0,12,255.29,55.4,0.0003,0.3429,0.3507
tket,20260219,15:20:26,qft_n4,5,4,6,6,0,12,255.52,38.0,0.0003,0.5001,0.5129
tket,20260219,15:20:26,qft_n4,6,4,6,6,0,12,255.8,65.6,0.0003,0.2891,0.2928
tket,20260219,15:20:26,qft_n4,7,4,6,6,0,12,255.97,58.0,0.0003,0.3274,0.3353
tket,20260219,15:20:26,qft_n4,8,4,6,6,0,12,255.96,59.4,0.0003,0.3363,0.34
tket,20260219,15:20:26,qft_n4,9,4,6,6,0,12,255.71,63.0,0.0003,0.3011,0.3099
tket,20260219,15:20:26,qft_n4,10,4,6,6,0,12,255.69,71.9,0.0003,0.2498,0.2528
