FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260219,15:36:01,qft_n4,1,4,6,6,0,12,255.28,36.1,0.0003,0.5533,0.5591
tket,20260219,15:36:01,qft_n4,2,4,6,6,0,12,255.48,36.1,0.0003,0.5531,0.5549
tket,20260219,15:36:01,qft_n4,3,4,6,6,0,12,255.43,55.1,0.0003,0.3444,0.3481
tket,20260219,15:36:01,qft_n4,4,4,6,6,0,12,255.55,45.6,0.0055,0.411,0.4178
tket,20260219,15:36:01,qft_n4,5,4,6,6,0,12,255.32,65.7,0.0003,0.3192,0.3291
tket,20260219,15:36:01,qft_n4,6,4,6,6,0,12,255.82,46.5,0.0003,0.4297,0.4394
tket,20260219,15:36:01,qft_n4,7,4,6,6,0,12,254.95,85.2,0.0003,0.2344,0.2382
tket,20260219,15:36:01,qft_n4,8,4,6,6,0,12,255.28,51.2,0.0003,0.3901,0.393
tket,20260219,15:36:01,qft_n4,9,4,6,6,0,12,255.85,49.7,0.0003,0.4024,0.4081
tket,20260219,15:36:01,qft_n4,10,4,6,6,0,12,255.19,44.4,0.0023,0.471,0.4778
