FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20251227,16:32:44,qft_n4,1,4,6,6,12,255.68,33.6,0.0003,0.5947,0.6074
tket,20251227,16:32:44,qft_n4,2,4,6,6,12,255.84,41.1,0.0003,0.4862,0.4878
tket,20251227,16:32:44,qft_n4,3,4,6,6,12,255.35,58.6,0.0003,0.3238,0.3345
tket,20251227,16:32:44,qft_n4,4,4,6,6,12,255.65,49.8,0.0003,0.4214,0.43
tket,20251227,16:32:44,qft_n4,5,4,6,6,12,255.45,52.1,0.0003,0.3645,0.3693
tket,20251227,16:32:44,qft_n4,6,4,6,6,12,256.07,46.3,0.0003,0.4318,0.4355
tket,20251227,16:32:44,qft_n4,7,4,6,6,12,255.97,89.9,0.0003,0.2221,0.2267
tket,20251227,16:32:44,qft_n4,8,4,6,6,12,255.37,59.5,0.0003,0.3192,0.3247
tket,20251227,16:32:44,qft_n4,9,4,6,6,12,255.59,50.6,0.0003,0.3947,0.3993
tket,20251227,16:32:44,qft_n4,10,4,6,6,12,255.91,53.2,0.0003,0.3566,0.3583
