FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260205,12:01:37,qft_n4,1,4,6,6,0,12,254.78,33.7,0.0003,0.5927,0.6034
tket,20260205,12:01:37,qft_n4,2,4,6,6,0,12,254.22,42.4,0.0003,0.4945,0.4963
tket,20260205,12:01:37,qft_n4,3,4,6,6,0,12,254.42,33.6,0.0003,0.5957,0.6044
tket,20260205,12:01:37,qft_n4,4,4,6,6,0,12,254.61,45.5,0.0003,0.3951,0.4029
tket,20260205,12:01:37,qft_n4,5,4,6,6,0,12,254.67,39.6,0.0003,0.5297,0.5372
tket,20260205,12:01:37,qft_n4,6,4,6,6,0,12,254.84,45.7,0.0003,0.4595,0.4613
tket,20260205,12:01:37,qft_n4,7,4,6,6,0,12,254.62,75.9,0.0003,0.2632,0.267
tket,20260205,12:01:37,qft_n4,8,4,6,6,0,12,254.5,56.8,0.0003,0.3519,0.3556
tket,20260205,12:01:37,qft_n4,9,4,6,6,0,12,254.9,74.0,0.0003,0.2699,0.2716
tket,20260205,12:01:37,qft_n4,10,4,6,6,0,12,254.9,65.3,0.0003,0.3058,0.3086
