FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260401,08:32:52,adder_n4,1,4,25,10,0,35,255.83,28.5,0.0003,0.9825,0.9959
tket,20260401,08:32:52,adder_n4,2,4,25,10,0,35,255.75,23.3,0.0003,1.2433,1.2478
tket,20260401,08:32:52,adder_n4,3,4,25,10,0,35,255.4,40.8,0.0024,0.6599,0.6695
tket,20260401,08:32:52,adder_n4,4,4,25,10,0,35,255.86,39.5,0.0003,0.7082,0.7117
tket,20260401,08:32:52,adder_n4,5,4,25,10,0,35,255.89,28.4,0.0004,1.0204,1.0282
tket,20260401,08:32:52,adder_n4,6,4,25,10,0,35,255.32,41.0,0.0003,0.6344,0.6358
tket,20260401,08:32:52,adder_n4,7,4,25,10,0,35,255.16,35.5,0.0024,0.7584,0.766
tket,20260401,08:32:52,adder_n4,8,4,25,10,0,35,256.18,30.3,0.0003,0.8909,0.9025
tket,20260401,08:32:52,adder_n4,9,4,25,10,0,35,255.29,40.4,0.0004,0.6932,0.6978
tket,20260401,08:32:52,adder_n4,10,4,25,10,0,35,256.24,27.6,0.0004,0.9779,0.9824
