FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20251227,12:39:03,adder_n4,1,4,25,10,35,254.82,37.5,0.0003,0.7201,0.7248
tket,20251227,12:39:03,adder_n4,2,4,25,10,35,255.48,36.2,0.0003,0.7463,0.753
tket,20251227,12:39:03,adder_n4,3,4,25,10,35,254.93,33.5,0.0026,0.7734,0.7812
tket,20251227,12:39:03,adder_n4,4,4,25,10,35,255.25,41.5,0.0014,0.6493,0.6576
tket,20251227,12:39:03,adder_n4,5,4,25,10,35,255.4,36.6,0.0003,0.7375,0.743
tket,20251227,12:39:03,adder_n4,6,4,25,10,35,255.31,36.1,0.0003,0.7479,0.7649
tket,20251227,12:39:03,adder_n4,7,4,25,10,35,255.63,30.8,0.0003,0.8757,0.887
tket,20251227,12:39:03,adder_n4,8,4,25,10,35,255.41,46.8,0.0004,0.5764,0.5829
tket,20251227,12:39:03,adder_n4,9,4,25,10,35,255.69,39.4,0.0003,0.6846,0.7022
tket,20251227,12:39:03,adder_n4,10,4,25,10,35,255.48,45.3,0.0003,0.596,0.5997
