FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20251227,16:30:18,adder_n4,1,4,25,10,35,255.39,28.9,0.0003,0.9324,0.9398
tket,20251227,16:30:18,adder_n4,2,4,25,10,35,255.8,39.2,0.0003,0.689,0.6903
tket,20251227,16:30:18,adder_n4,3,4,25,10,35,256.12,38.1,0.0014,0.7063,0.7149
tket,20251227,16:30:18,adder_n4,4,4,25,10,35,255.53,36.1,0.0003,0.7475,0.7489
tket,20251227,16:30:18,adder_n4,5,4,25,10,35,255.39,36.0,0.0024,0.7198,0.7237
tket,20251227,16:30:18,adder_n4,6,4,25,10,35,255.93,35.2,0.0003,0.739,0.7435
tket,20251227,16:30:18,adder_n4,7,4,25,10,35,255.27,32.6,0.0003,0.7963,0.8072
tket,20251227,16:30:18,adder_n4,8,4,25,10,35,255.62,36.3,0.0003,0.7156,0.723
tket,20251227,16:30:18,adder_n4,9,4,25,10,35,255.8,48.4,0.0003,0.5781,0.5804
tket,20251227,16:30:18,adder_n4,10,4,25,10,35,256.2,38.0,0.0003,0.7103,0.719
