FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260219,15:27:42,adder_n4,1,4,25,10,0,35,255.65,35.0,0.0003,0.8006,0.8051
tket,20260219,15:27:42,adder_n4,2,4,25,10,0,35,254.98,32.2,0.0003,0.8386,0.8464
tket,20260219,15:27:42,adder_n4,3,4,25,10,0,35,256.08,41.8,0.0003,0.6438,0.6522
tket,20260219,15:27:42,adder_n4,4,4,25,10,0,35,255.52,31.3,0.0003,0.895,0.9055
tket,20260219,15:27:42,adder_n4,5,4,25,10,0,35,256.18,42.9,0.0003,0.6294,0.6409
tket,20260219,15:27:42,adder_n4,6,4,25,10,0,35,255.29,52.0,0.0003,0.5377,0.5402
tket,20260219,15:27:42,adder_n4,7,4,25,10,0,35,255.88,36.8,0.0003,0.7328,0.7403
tket,20260219,15:27:42,adder_n4,8,4,25,10,0,35,255.7,36.0,0.0003,0.7497,0.7511
tket,20260219,15:27:42,adder_n4,9,4,25,10,0,35,255.48,38.5,0.0003,0.6746,0.6841
tket,20260219,15:27:42,adder_n4,10,4,25,10,0,35,256.0,34.6,0.0044,0.7472,0.7567
