FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260219,15:18:01,adder_n4,1,4,25,10,0,35,254.95,16.1,0.0004,1.6806,1.6942
tket,20260219,15:18:01,adder_n4,2,4,25,10,0,35,255.64,37.3,0.0003,0.7502,0.7537
tket,20260219,15:18:01,adder_n4,3,4,25,10,0,35,255.61,40.8,0.0003,0.6117,0.6154
tket,20260219,15:18:01,adder_n4,4,4,25,10,0,35,255.21,48.4,0.0004,0.557,0.5604
tket,20260219,15:18:01,adder_n4,5,4,25,10,0,35,255.16,36.8,0.0003,0.7334,0.7429
tket,20260219,15:18:01,adder_n4,6,4,25,10,0,35,256.16,33.7,0.0044,0.7973,0.8057
tket,20260219,15:18:01,adder_n4,7,4,25,10,0,35,255.48,32.2,0.0024,0.8051,0.8126
tket,20260219,15:18:01,adder_n4,8,4,25,10,0,35,255.59,37.2,0.0076,0.7447,0.763
tket,20260219,15:18:01,adder_n4,9,4,25,10,0,35,255.74,38.4,0.0003,0.6769,0.6805
tket,20260219,15:18:01,adder_n4,10,4,25,10,0,35,254.88,43.9,0.0003,0.5924,0.5949
