FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260219,15:33:22,adder_n4,1,4,25,10,0,35,255.3,35.5,0.0034,0.7284,0.7329
tket,20260219,15:33:22,adder_n4,2,4,25,10,0,35,255.58,34.6,0.0003,0.8097,0.8173
tket,20260219,15:33:22,adder_n4,3,4,25,10,0,35,255.58,56.1,0.0003,0.4456,0.451
tket,20260219,15:33:22,adder_n4,4,4,25,10,0,35,255.42,36.6,0.0003,0.7378,0.7533
tket,20260219,15:33:22,adder_n4,5,4,25,10,0,35,255.27,38.8,0.0003,0.6959,0.7034
tket,20260219,15:33:22,adder_n4,6,4,25,10,0,35,255.11,40.8,0.0003,0.6617,0.6693
tket,20260219,15:33:22,adder_n4,7,4,25,10,0,35,255.86,32.2,0.0003,0.8075,0.8241
tket,20260219,15:33:22,adder_n4,8,4,25,10,0,35,255.31,37.5,0.0024,0.7182,0.7216
tket,20260219,15:33:22,adder_n4,9,4,25,10,0,35,255.7,37.5,0.0003,0.7454,0.751
tket,20260219,15:33:22,adder_n4,10,4,25,10,0,35,255.38,38.9,0.0044,0.664,0.6835
