FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260401,09:32:09,adder_n4,1,4,25,10,0,35,254.8,20.3,0.0003,1.3326,1.346
tket,20260401,09:32:09,adder_n4,2,4,25,10,0,35,255.33,35.1,0.0034,0.7649,0.7845
tket,20260401,09:32:09,adder_n4,3,4,25,10,0,35,255.38,46.6,0.0003,0.558,0.5635
tket,20260401,09:32:09,adder_n4,4,4,25,10,0,35,255.65,24.6,0.0003,1.0983,1.1028
tket,20260401,09:32:09,adder_n4,5,4,25,10,0,35,255.24,35.7,0.0003,0.7271,0.7285
tket,20260401,09:32:09,adder_n4,6,4,25,10,0,35,255.29,35.3,0.0003,0.7357,0.7421
tket,20260401,09:32:09,adder_n4,7,4,25,10,0,35,255.54,33.7,0.0042,0.7671,0.7784
tket,20260401,09:32:09,adder_n4,8,4,25,10,0,35,255.5,42.2,0.0074,0.6093,0.6177
tket,20260401,09:32:09,adder_n4,9,4,25,10,0,35,255.24,41.8,0.0003,0.6217,0.6271
tket,20260401,09:32:09,adder_n4,10,4,25,10,0,35,255.45,37.1,0.0044,0.697,0.7167
