FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260130,12:40:18,seca_n11,1,11,26,36,62,200.07,42.4,0.0075,0.0632,0.0707
cirq,20260130,12:40:18,seca_n11,2,11,26,36,62,199.89,36.7,0.0104,0.0713,0.0817
cirq,20260130,12:40:18,seca_n11,3,11,26,36,62,199.4,42.8,0.0076,0.0625,0.0701
cirq,20260130,12:40:18,seca_n11,4,11,26,36,62,200.38,24.2,0.0079,0.116,0.124
cirq,20260130,12:40:18,seca_n11,5,11,26,36,62,200.14,39.8,0.0106,0.0897,0.1004
cirq,20260130,12:40:18,seca_n11,6,11,26,36,62,199.79,32.2,0.0044,0.0887,0.0931
cirq,20260130,12:40:18,seca_n11,7,11,26,36,62,199.77,30.7,0.0118,0.0859,0.0977
cirq,20260130,12:40:18,seca_n11,8,11,26,36,62,199.37,34.4,0.0055,0.0818,0.0872
cirq,20260130,12:40:18,seca_n11,9,11,26,36,62,200.02,33.7,0.0116,0.0775,0.0891
cirq,20260130,12:40:18,seca_n11,10,11,26,36,62,199.79,31.8,0.0102,0.0841,0.0943
