FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260130,12:19:20,seca_n11,1,11,26,36,62,199.45,35.5,0.0088,0.0756,0.0844
cirq,20260130,12:19:20,seca_n11,2,11,26,36,62,200.23,32.1,0.0096,0.0839,0.0935
cirq,20260130,12:19:20,seca_n11,3,11,26,36,62,200.1,34.2,0.0157,0.0718,0.0875
cirq,20260130,12:19:20,seca_n11,4,11,26,36,62,200.03,40.5,0.0281,0.0953,0.1234
cirq,20260130,12:19:20,seca_n11,5,11,26,36,62,199.03,54.3,0.0089,0.0645,0.0735
cirq,20260130,12:19:20,seca_n11,6,11,26,36,62,199.85,66.6,0.0056,0.0394,0.045
cirq,20260130,12:19:20,seca_n11,7,11,26,36,62,199.99,48.3,0.0086,0.0741,0.0827
cirq,20260130,12:19:20,seca_n11,8,11,26,36,62,199.5,38.9,0.0116,0.0912,0.1027
cirq,20260130,12:19:20,seca_n11,9,11,26,36,62,200.02,38.8,0.0071,0.0702,0.0773
cirq,20260130,12:19:20,seca_n11,10,11,26,36,62,199.63,31.3,0.0155,0.0801,0.0957
