FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260114,10:02:11,seca_n11,1,11,26,36,62,199.39,35.5,0.0074,0.0,0.0074
cirq,20260114,10:02:11,seca_n11,2,11,26,36,62,200.55,34.4,0.0093,0.0,0.0093
cirq,20260114,10:02:11,seca_n11,3,11,26,36,62,200.18,26.0,0.0191,0.0,0.0191
cirq,20260114,10:02:11,seca_n11,4,11,26,36,62,199.51,29.8,0.0116,0.0,0.0116
cirq,20260114,10:02:11,seca_n11,5,11,26,36,62,199.93,32.1,0.0077,0.0,0.0077
cirq,20260114,10:02:11,seca_n11,6,11,26,36,62,199.46,34.2,0.0075,0.0,0.0075
cirq,20260114,10:02:11,seca_n11,7,11,26,36,62,199.75,28.2,0.0074,0.0,0.0074
cirq,20260114,10:02:11,seca_n11,8,11,26,36,62,199.84,42.7,0.0073,0.0,0.0073
cirq,20260114,10:02:11,seca_n11,9,11,26,36,62,199.56,24.6,0.007,0.0,0.007
cirq,20260114,10:02:11,seca_n11,10,11,26,36,62,199.52,32.7,0.0111,0.0,0.0111
