FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260130,12:26:15,seca_n11,1,11,26,36,62,199.73,28.9,0.0065,0.093,0.0995
cirq,20260130,12:26:15,seca_n11,2,11,26,36,62,199.43,29.4,0.0113,0.0904,0.1018
cirq,20260130,12:26:15,seca_n11,3,11,26,36,62,200.28,21.3,0.0126,0.128,0.1407
cirq,20260130,12:26:15,seca_n11,4,11,26,36,62,200.0,55.1,0.0049,0.0495,0.0544
cirq,20260130,12:26:15,seca_n11,5,11,26,36,62,199.76,30.4,0.0102,0.0883,0.0985
cirq,20260130,12:26:15,seca_n11,6,11,26,36,62,199.27,41.4,0.0117,0.0848,0.0965
cirq,20260130,12:26:15,seca_n11,7,11,26,36,62,199.46,60.1,0.0085,0.058,0.0665
cirq,20260130,12:26:15,seca_n11,8,11,26,36,62,199.47,42.2,0.0117,0.0593,0.0711
cirq,20260130,12:26:15,seca_n11,9,11,26,36,62,199.91,97.1,0.0035,0.0273,0.0308
cirq,20260130,12:26:15,seca_n11,10,11,26,36,62,199.88,42.1,0.0078,0.0871,0.0948
