FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260219,15:19:47,qft_n4,1,4,6,6,0,12,200.07,35.3,0.0031,0.0276,0.0308
cirq,20260219,15:19:47,qft_n4,2,4,6,6,0,12,200.36,37.3,0.0054,0.0427,0.0481
cirq,20260219,15:19:47,qft_n4,3,4,6,6,0,12,200.23,24.0,0.0053,0.0373,0.0426
cirq,20260219,15:19:47,qft_n4,4,4,6,6,0,12,200.15,30.8,0.0034,0.029,0.0324
cirq,20260219,15:19:47,qft_n4,5,4,6,6,0,12,200.38,33.4,0.0075,0.0516,0.0591
cirq,20260219,15:19:47,qft_n4,6,4,6,6,0,12,199.91,40.6,0.0035,0.0256,0.0291
cirq,20260219,15:19:47,qft_n4,7,4,6,6,0,12,199.98,36.5,0.0013,0.0425,0.0438
cirq,20260219,15:19:47,qft_n4,8,4,6,6,0,12,200.46,27.7,0.0013,0.0353,0.0366
cirq,20260219,15:19:47,qft_n4,9,4,6,6,0,12,200.23,40.9,0.0013,0.0267,0.028
cirq,20260219,15:19:47,qft_n4,10,4,6,6,0,12,200.05,40.5,0.0024,0.0266,0.029
