FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260401,09:33:43,qft_n4,1,4,6,6,0,12,199.08,26.4,0.0053,0.0325,0.0379
cirq,20260401,09:33:43,qft_n4,2,4,6,6,0,12,198.97,46.1,0.0033,0.0183,0.0216
cirq,20260401,09:33:43,qft_n4,3,4,6,6,0,12,198.91,50.3,0.0013,0.0186,0.0198
cirq,20260401,09:33:43,qft_n4,4,4,6,6,0,12,198.65,25.0,0.0013,0.0386,0.0399
cirq,20260401,09:33:43,qft_n4,5,4,6,6,0,12,198.42,36.8,0.0033,0.0238,0.0271
cirq,20260401,09:33:43,qft_n4,6,4,6,6,0,12,198.39,45.4,0.0013,0.0206,0.022
cirq,20260401,09:33:43,qft_n4,7,4,6,6,0,12,198.65,41.7,0.0034,0.0205,0.0239
cirq,20260401,09:33:43,qft_n4,8,4,6,6,0,12,198.68,43.6,0.0034,0.0195,0.0228
cirq,20260401,09:33:43,qft_n4,9,4,6,6,0,12,198.96,169.1,0.0015,0.0103,0.0118
cirq,20260401,09:33:43,qft_n4,10,4,6,6,0,12,198.41,84.2,0.0015,0.0103,0.0118
