FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20251227,16:32:02,qft_n4,1,4,6,6,12,200.26,31.8,0.0054,0.0374,0.065
cirq,20251227,16:32:02,qft_n4,2,4,6,6,12,199.77,40.0,0.0054,0.0252,0.0511
cirq,20251227,16:32:02,qft_n4,3,4,6,6,12,200.71,39.7,0.0033,0.0272,0.0514
cirq,20251227,16:32:02,qft_n4,4,4,6,6,12,200.07,28.6,0.0013,0.0383,0.0759
cirq,20251227,16:32:02,qft_n4,5,4,6,6,12,200.09,44.7,0.0053,0.0318,0.0702
cirq,20251227,16:32:02,qft_n4,6,4,6,6,12,200.4,33.7,0.0054,0.0443,0.0946
cirq,20251227,16:32:02,qft_n4,7,4,6,6,12,200.23,28.9,0.0013,0.0486,0.0722
cirq,20251227,16:32:02,qft_n4,8,4,6,6,12,199.75,37.1,0.0042,0.0298,0.0589
cirq,20251227,16:32:02,qft_n4,9,4,6,6,12,200.39,44.4,0.0012,0.0242,0.0482
cirq,20251227,16:32:02,qft_n4,10,4,6,6,12,200.1,36.6,0.0053,0.0275,0.0557
