FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260205,12:00:52,qft_n4,1,4,6,6,0,12,199.02,32.4,0.0014,0.044,0.0454
cirq,20260205,12:00:52,qft_n4,2,4,6,6,0,12,199.03,28.6,0.0014,0.0383,0.0397
cirq,20260205,12:00:52,qft_n4,3,4,6,6,0,12,198.9,27.2,0.0013,0.0425,0.0438
cirq,20260205,12:00:52,qft_n4,4,4,6,6,0,12,199.08,24.3,0.0043,0.0793,0.0836
cirq,20260205,12:00:52,qft_n4,5,4,6,6,0,12,199.72,51.7,0.0056,0.0302,0.0358
cirq,20260205,12:00:52,qft_n4,6,4,6,6,0,12,199.41,125.2,0.0013,0.0128,0.0141
cirq,20260205,12:00:52,qft_n4,7,4,6,6,0,12,199.3,52.7,0.003,0.0254,0.0284
cirq,20260205,12:00:52,qft_n4,8,4,6,6,0,12,199.68,33.1,0.0013,0.0438,0.0451
cirq,20260205,12:00:52,qft_n4,9,4,6,6,0,12,199.91,34.9,0.0013,0.0277,0.029
cirq,20260205,12:00:52,qft_n4,10,4,6,6,0,12,199.56,40.2,0.0033,0.0448,0.0481
