FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260219,15:35:16,qft_n4,1,4,6,6,0,12,198.8,47.8,0.0065,0.0353,0.0418
cirq,20260219,15:35:16,qft_n4,2,4,6,6,0,12,199.19,51.3,0.0055,0.0334,0.0389
cirq,20260219,15:35:16,qft_n4,3,4,6,6,0,12,199.31,36.8,0.0014,0.0257,0.0271
cirq,20260219,15:35:16,qft_n4,4,4,6,6,0,12,198.89,27.3,0.0054,0.0312,0.0366
cirq,20260219,15:35:16,qft_n4,5,4,6,6,0,12,198.82,42.3,0.0025,0.0211,0.0236
cirq,20260219,15:35:16,qft_n4,6,4,6,6,0,12,198.97,41.4,0.0034,0.0207,0.0241
cirq,20260219,15:35:16,qft_n4,7,4,6,6,0,12,199.31,27.5,0.0055,0.0308,0.0363
cirq,20260219,15:35:16,qft_n4,8,4,6,6,0,12,198.43,42.1,0.0013,0.0224,0.0237
cirq,20260219,15:35:16,qft_n4,9,4,6,6,0,12,198.36,25.3,0.0038,0.0356,0.0394
cirq,20260219,15:35:16,qft_n4,10,4,6,6,0,12,199.21,41.4,0.0034,0.0207,0.0241
