FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20251227,17:01:57,qft_n4,1,4,6,6,12,200.31,62.1,0.0013,0.0244,0.0257
cirq,20251227,17:01:57,qft_n4,2,4,6,6,12,200.19,38.1,0.0014,0.0496,0.0509
cirq,20251227,17:01:57,qft_n4,3,4,6,6,12,199.58,32.5,0.0051,0.0533,0.0584
cirq,20251227,17:01:57,qft_n4,4,4,6,6,12,200.68,40.9,0.0013,0.0275,0.0288
cirq,20251227,17:01:57,qft_n4,5,4,6,6,12,200.14,37.6,0.0084,0.0435,0.0519
cirq,20251227,17:01:57,qft_n4,6,4,6,6,12,200.06,49.4,0.0033,0.0312,0.0346
cirq,20251227,17:01:57,qft_n4,7,4,6,6,12,200.49,42.2,0.0034,0.0266,0.0299
cirq,20251227,17:01:57,qft_n4,8,4,6,6,12,200.25,39.0,0.0013,0.0301,0.0314
cirq,20251227,17:01:57,qft_n4,9,4,6,6,12,200.38,54.8,0.0043,0.0274,0.0317
cirq,20251227,17:01:57,qft_n4,10,4,6,6,12,199.8,55.9,0.0014,0.0187,0.0202
