FRAMEWORK,DATE,HOUR,CIRCUIT,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM,CPU,BUILD-TIME,TRANSPILE-TIME,TOTAL-TIME
tket,20251114,094617,circuito_prueba,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.33
