FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
qiskit,20251227,12:48:22,toffoli_n3,1,3,12,6,18,131.05,35.0,0.0004,2.431,2.4318
qiskit,20251227,12:48:22,toffoli_n3,2,3,12,6,18,131.44,37.8,0.0004,2.2242,2.225
qiskit,20251227,12:48:22,toffoli_n3,3,3,12,6,18,131.36,37.5,0.0004,2.2633,2.2641
qiskit,20251227,12:48:22,toffoli_n3,4,3,12,6,18,131.26,35.6,0.0025,2.2729,2.2758
qiskit,20251227,12:48:22,toffoli_n3,5,3,12,6,18,130.98,38.4,0.0005,2.2121,2.2128
qiskit,20251227,12:48:22,toffoli_n3,6,3,12,6,18,131.2,40.7,0.0025,1.9899,1.9927
qiskit,20251227,12:48:22,toffoli_n3,7,3,12,6,18,130.96,36.8,0.0004,2.2822,2.283
qiskit,20251227,12:48:22,toffoli_n3,8,3,12,6,18,131.35,36.9,0.0005,2.1649,2.1657
qiskit,20251227,12:48:22,toffoli_n3,9,3,12,6,18,130.98,42.8,0.0004,1.8459,1.8467
qiskit,20251227,12:48:22,toffoli_n3,10,3,12,6,18,130.77,37.2,0.0004,2.1504,2.1512
