FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
qiskit,20260401,08:33:17,toffoli_n3,1,3,12,6,0,18,129.68,38.2,0.0005,2.1726,2.1731
qiskit,20260401,08:33:17,toffoli_n3,2,3,12,6,0,18,129.21,37.3,0.0005,2.2501,2.2506
qiskit,20260401,08:33:17,toffoli_n3,3,3,12,6,0,18,129.73,30.7,0.0009,2.7002,2.7011
qiskit,20260401,08:33:17,toffoli_n3,4,3,12,6,0,18,129.46,31.4,0.0005,2.7043,2.7048
qiskit,20260401,08:33:17,toffoli_n3,5,3,12,6,0,18,129.61,35.1,0.0005,2.4193,2.4198
qiskit,20260401,08:33:17,toffoli_n3,6,3,12,6,0,18,129.19,35.0,0.0005,2.4002,2.4006
qiskit,20260401,08:33:17,toffoli_n3,7,3,12,6,0,18,129.3,32.5,0.0005,2.5255,2.5259
qiskit,20260401,08:33:17,toffoli_n3,8,3,12,6,0,18,129.31,39.6,0.0025,2.0422,2.0447
qiskit,20260401,08:33:17,toffoli_n3,9,3,12,6,0,18,129.82,29.4,0.0005,2.9924,2.9929
qiskit,20260401,08:33:17,toffoli_n3,10,3,12,6,0,18,129.51,32.1,0.0004,2.5874,2.5878
