FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
qiskit,20260401,09:32:24,toffoli_n3,1,3,12,6,0,18,129.18,36.1,0.0004,2.1599,2.1603
qiskit,20260401,09:32:24,toffoli_n3,2,3,12,6,0,18,129.28,29.3,0.0004,2.6966,2.6971
qiskit,20260401,09:32:24,toffoli_n3,3,3,12,6,0,18,129.31,36.9,0.0006,2.1133,2.1139
qiskit,20260401,09:32:24,toffoli_n3,4,3,12,6,0,18,129.2,39.7,0.0004,1.9618,1.9622
qiskit,20260401,09:32:24,toffoli_n3,5,3,12,6,0,18,129.77,45.7,0.0003,1.6836,1.6839
qiskit,20260401,09:32:24,toffoli_n3,6,3,12,6,0,18,129.09,35.5,0.0025,2.1949,2.1973
qiskit,20260401,09:32:24,toffoli_n3,7,3,12,6,0,18,129.65,36.6,0.0004,2.0787,2.0791
qiskit,20260401,09:32:24,toffoli_n3,8,3,12,6,0,18,129.15,35.5,0.0004,2.1401,2.1405
qiskit,20260401,09:32:24,toffoli_n3,9,3,12,6,0,18,129.43,33.1,0.0004,2.3232,2.3236
qiskit,20260401,09:32:24,toffoli_n3,10,3,12,6,0,18,129.71,37.6,0.0004,2.074,2.0744
