FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
qiskit,20251227,12:40:24,toffoli_n3,1,3,12,6,18,131.38,38.4,0.0004,2.1329,2.1337
qiskit,20251227,12:40:24,toffoli_n3,2,3,12,6,18,131.14,34.9,0.0005,2.4656,2.4664
qiskit,20251227,12:40:24,toffoli_n3,3,3,12,6,18,131.38,36.7,0.0006,2.3153,2.3162
qiskit,20251227,12:40:24,toffoli_n3,4,3,12,6,18,131.12,34.9,0.0005,2.4931,2.494
qiskit,20251227,12:40:24,toffoli_n3,5,3,12,6,18,131.21,34.8,0.0005,2.4981,2.4989
qiskit,20251227,12:40:24,toffoli_n3,6,3,12,6,18,131.75,36.3,0.0004,2.2879,2.2887
qiskit,20251227,12:40:24,toffoli_n3,7,3,12,6,18,131.16,25.8,0.0008,3.4901,3.4911
qiskit,20251227,12:40:24,toffoli_n3,8,3,12,6,18,131.23,36.5,0.0025,2.2462,2.249
qiskit,20251227,12:40:24,toffoli_n3,9,3,12,6,18,131.7,35.9,0.0005,2.2288,2.2297
qiskit,20251227,12:40:24,toffoli_n3,10,3,12,6,18,131.37,40.0,0.0005,2.0268,2.0276
