FRAMEWORK,DATE,HOUR,CIRCUIT,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM,CPU,BUILD-TIME,TRANSPILE-TIME,TOTAL-TIME
qiskit,20251113,173846,circuito_prueba,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.47
