FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260102,15:30:52,bigadder_n18,1,,,,,,,,,
tket,20260102,15:30:52,bigadder_n18,2,,,,,,,,,
tket,20260102,15:30:52,bigadder_n18,3,,,,,,,,,
tket,20260102,15:30:52,bigadder_n18,4,,,,,,,,,
tket,20260102,15:30:52,bigadder_n18,5,,,,,,,,,
tket,20260102,15:30:52,bigadder_n18,6,,,,,,,,,
tket,20260102,15:30:52,bigadder_n18,7,,,,,,,,,
tket,20260102,15:30:52,bigadder_n18,8,,,,,,,,,
tket,20260102,15:30:52,bigadder_n18,9,,,,,,,,,
tket,20260102,15:30:52,bigadder_n18,10,,,,,,,,,
