FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260114,09:18:12,bigadder_n18,1,18,16,34,50,257.34,38.2,0.0027,5.3659,5.3737
tket,20260114,09:18:12,bigadder_n18,2,18,16,34,50,256.68,38.8,0.0007,5.3019,5.3041
tket,20260114,09:18:12,bigadder_n18,3,18,16,34,50,257.4,36.4,0.0007,5.8494,5.8562
tket,20260114,09:18:12,bigadder_n18,4,18,16,34,50,257.38,36.3,0.0007,5.6433,5.6603
tket,20260114,09:18:12,bigadder_n18,5,18,16,34,50,257.05,39.6,0.0006,5.3489,5.3511
tket,20260114,09:18:12,bigadder_n18,6,18,16,34,50,256.91,34.8,0.0006,6.0127,6.0242
tket,20260114,09:18:12,bigadder_n18,7,18,16,34,50,257.25,38.3,0.0007,5.3519,5.368
tket,20260114,09:18:12,bigadder_n18,8,18,16,34,50,257.05,39.1,0.0006,5.2899,5.3022
tket,20260114,09:18:12,bigadder_n18,9,18,16,34,50,257.03,37.6,0.0006,5.5316,5.5397
tket,20260114,09:18:12,bigadder_n18,10,18,16,34,50,257.6,40.6,0.0017,5.0994,5.1073
