FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260206,09:30:37,bigadder_n18,1,18,16,34,16,66,257.3,40.1,0.0007,5.0123,5.0186
tket,20260206,09:30:37,bigadder_n18,2,18,16,34,16,66,257.2,37.1,0.0006,5.6628,5.6697
tket,20260206,09:30:37,bigadder_n18,3,18,16,34,16,66,256.86,35.8,0.0027,5.7183,5.733
tket,20260206,09:30:37,bigadder_n18,4,18,16,34,16,66,256.92,37.4,0.0007,5.5037,5.5135
tket,20260206,09:30:37,bigadder_n18,5,18,16,34,16,66,257.58,39.4,0.0006,5.1027,5.1091
tket,20260206,09:30:37,bigadder_n18,6,18,16,34,16,66,257.65,39.0,0.0006,5.1778,5.1838
tket,20260206,09:30:37,bigadder_n18,7,18,16,34,16,66,257.18,37.4,0.0007,5.46,5.4745
tket,20260206,09:30:37,bigadder_n18,8,18,16,34,16,66,256.74,36.1,0.0057,5.7621,5.7781
tket,20260206,09:30:37,bigadder_n18,9,18,16,34,16,66,256.94,39.1,0.0007,5.2174,5.2298
tket,20260206,09:30:37,bigadder_n18,10,18,16,34,16,66,256.91,37.3,0.0007,5.551,5.5596
