FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260130,12:29:24,bigadder_n18,1,18,16,34,50,257.64,36.7,0.0006,5.726,5.7425
tket,20260130,12:29:24,bigadder_n18,2,18,16,34,50,257.53,35.1,0.0007,5.9487,5.9592
tket,20260130,12:29:24,bigadder_n18,3,18,16,34,50,256.8,36.7,0.0026,5.7192,5.7286
tket,20260130,12:29:24,bigadder_n18,4,18,16,34,50,256.82,34.5,0.0006,6.0249,6.0558
tket,20260130,12:29:24,bigadder_n18,5,18,16,34,50,257.51,36.7,0.0006,5.7007,5.7054
tket,20260130,12:29:24,bigadder_n18,6,18,16,34,50,257.43,37.8,0.0006,5.6128,5.6228
tket,20260130,12:29:24,bigadder_n18,7,18,16,34,50,257.49,41.0,0.0027,5.1423,5.1643
tket,20260130,12:29:24,bigadder_n18,8,18,16,34,50,257.65,40.9,0.0007,5.1791,5.1937
tket,20260130,12:29:24,bigadder_n18,9,18,16,34,50,256.99,39.3,0.0008,5.3948,5.4016
tket,20260130,12:29:24,bigadder_n18,10,18,16,34,50,257.64,36.2,0.0007,5.696,5.7126
