FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260114,10:16:00,bigadder_n18,1,18,16,34,50,256.86,41.5,0.0006,4.9187,4.9257
tket,20260114,10:16:00,bigadder_n18,2,18,16,34,50,257.41,41.5,0.0047,4.9385,4.9579
tket,20260114,10:16:00,bigadder_n18,3,18,16,34,50,256.75,36.8,0.0007,5.6458,5.6693
tket,20260114,10:16:00,bigadder_n18,4,18,16,34,50,257.14,38.1,0.0006,5.2975,5.3077
tket,20260114,10:16:00,bigadder_n18,5,18,16,34,50,257.48,37.8,0.0006,5.3916,5.4023
tket,20260114,10:16:00,bigadder_n18,6,18,16,34,50,257.41,37.2,0.0028,5.5548,5.5591
tket,20260114,10:16:00,bigadder_n18,7,18,16,34,50,257.09,39.6,0.0006,5.2739,5.2976
tket,20260114,10:16:00,bigadder_n18,8,18,16,34,50,257.29,37.7,0.0007,5.4948,5.506
tket,20260114,10:16:00,bigadder_n18,9,18,16,34,50,257.83,38.2,0.0006,5.4425,5.4503
tket,20260114,10:16:00,bigadder_n18,10,18,16,34,50,257.05,40.2,0.0026,5.0509,5.0693
