FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260130,14:04:04,bigadder_n18,1,18,16,34,50,257.15,36.2,0.0007,5.5471,5.564
tket,20260130,14:04:04,bigadder_n18,2,18,16,34,50,256.91,36.1,0.0047,5.5903,5.5988
tket,20260130,14:04:04,bigadder_n18,3,18,16,34,50,257.3,36.6,0.0007,5.5252,5.5423
tket,20260130,14:04:04,bigadder_n18,4,18,16,34,50,257.05,37.6,0.0006,5.2922,5.3026
tket,20260130,14:04:04,bigadder_n18,5,18,16,34,50,256.77,32.1,0.0087,6.5071,6.522
tket,20260130,14:04:04,bigadder_n18,6,18,16,34,50,257.15,39.8,0.0006,5.0,5.0083
tket,20260130,14:04:04,bigadder_n18,7,18,16,34,50,257.09,36.8,0.0006,5.5927,5.6092
tket,20260130,14:04:04,bigadder_n18,8,18,16,34,50,257.2,35.2,0.0006,5.8013,5.8093
tket,20260130,14:04:04,bigadder_n18,9,18,16,34,50,256.57,34.2,0.0047,6.012,6.0202
tket,20260130,14:04:04,bigadder_n18,10,18,16,34,50,257.27,37.3,0.0006,5.3858,5.4011
