FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20251227,17:02:40,bell_n4,1,4,26,7,33,200.43,51.4,0.0037,0.0635,0.0672
cirq,20251227,17:02:40,bell_n4,2,4,26,7,33,200.38,56.8,0.004,0.0684,0.0724
cirq,20251227,17:02:40,bell_n4,3,4,26,7,33,200.84,81.4,0.0017,0.0301,0.0318
cirq,20251227,17:02:40,bell_n4,4,4,26,7,33,200.5,50.1,0.0038,0.0641,0.0679
cirq,20251227,17:02:40,bell_n4,5,4,26,7,33,200.2,38.3,0.0038,0.0843,0.0881
cirq,20251227,17:02:40,bell_n4,6,4,26,7,33,200.38,45.6,0.0077,0.0704,0.0781
cirq,20251227,17:02:40,bell_n4,7,4,26,7,33,200.57,105.4,0.0017,0.0306,0.0323
cirq,20251227,17:02:40,bell_n4,8,4,26,7,33,200.57,67.6,0.0037,0.0551,0.0588
cirq,20251227,17:02:40,bell_n4,9,4,26,7,33,199.95,42.8,0.0037,0.0616,0.0653
cirq,20251227,17:02:40,bell_n4,10,4,26,7,33,199.74,80.6,0.0037,0.0428,0.0465
