FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260207,15:55:39,qec9xz_n17,1,17,21,32,0,53,256.22,38.3,0.0005,2.8702,2.8822
tket,20260207,15:55:39,qec9xz_n17,2,17,21,32,0,53,255.93,40.1,0.0045,2.7861,2.7938
tket,20260207,15:55:39,qec9xz_n17,3,17,21,32,0,53,255.32,38.9,0.0023,2.8764,2.8821
tket,20260207,15:55:39,qec9xz_n17,4,17,21,32,0,53,256.06,36.2,0.0005,2.9961,3.0165
tket,20260207,15:55:39,qec9xz_n17,5,17,21,32,0,53,255.88,36.5,0.0005,2.9586,2.9676
tket,20260207,15:55:39,qec9xz_n17,6,17,21,32,0,53,256.3,48.9,0.0026,2.1632,2.1722
tket,20260207,15:55:39,qec9xz_n17,7,17,21,32,0,53,255.88,75.3,0.0005,1.3799,1.3854
tket,20260207,15:55:39,qec9xz_n17,8,17,21,32,0,53,256.16,63.3,0.0011,1.6893,1.6958
tket,20260207,15:55:39,qec9xz_n17,9,17,21,32,0,53,255.89,62.8,0.0005,1.704,1.7073
tket,20260207,15:55:39,qec9xz_n17,10,17,21,32,0,53,255.75,61.5,0.0005,1.7696,1.7735
