FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260205,11:58:32,adder_n4,1,4,25,10,0,35,199.25,27.8,0.0056,0.0707,0.0763
cirq,20260205,11:58:32,adder_n4,2,4,25,10,0,35,199.43,50.1,0.0042,0.0523,0.0565
cirq,20260205,11:58:32,adder_n4,3,4,25,10,0,35,199.1,30.2,0.0037,0.0628,0.0666
cirq,20260205,11:58:32,adder_n4,4,4,25,10,0,35,199.58,40.4,0.0038,0.0485,0.0524
cirq,20260205,11:58:32,adder_n4,5,4,25,10,0,35,199.84,28.4,0.0078,0.0791,0.0869
cirq,20260205,11:58:32,adder_n4,6,4,25,10,0,35,199.57,35.2,0.0057,0.0772,0.0829
cirq,20260205,11:58:32,adder_n4,7,4,25,10,0,35,199.17,35.7,0.0017,0.069,0.0727
cirq,20260205,11:58:32,adder_n4,8,4,25,10,0,35,199.15,26.3,0.0058,0.0721,0.0779
cirq,20260205,11:58:32,adder_n4,9,4,25,10,0,35,199.39,41.5,0.0058,0.0663,0.0721
cirq,20260205,11:58:32,adder_n4,10,4,25,10,0,35,199.55,43.0,0.0037,0.0521,0.0558
