FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260401,08:28:15,adder_n4,1,4,25,10,0,35,199.16,35.5,0.0038,0.0243,0.0281
cirq,20260401,08:28:15,adder_n4,2,4,25,10,0,35,198.38,27.4,0.006,0.0305,0.0364
cirq,20260401,08:28:15,adder_n4,3,4,25,10,0,35,198.92,30.5,0.0037,0.0289,0.0327
cirq,20260401,08:28:15,adder_n4,4,4,25,10,0,35,199.45,27.9,0.0038,0.0319,0.0358
cirq,20260401,08:28:15,adder_n4,5,4,25,10,0,35,198.87,64.0,0.0039,0.0272,0.0311
cirq,20260401,08:28:15,adder_n4,6,4,25,10,0,35,198.91,26.3,0.0031,0.0348,0.0379
cirq,20260401,08:28:15,adder_n4,7,4,25,10,0,35,198.91,32.5,0.003,0.0277,0.0307
cirq,20260401,08:28:15,adder_n4,8,4,25,10,0,35,199.34,12.0,0.0081,0.0745,0.0827
cirq,20260401,08:28:15,adder_n4,9,4,25,10,0,35,198.68,46.5,0.0058,0.0371,0.0429
cirq,20260401,08:28:15,adder_n4,10,4,25,10,0,35,198.95,23.0,0.0057,0.0376,0.0433
