FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260219,15:17:39,adder_n4,1,4,25,10,0,35,199.9,18.8,0.0102,0.1735,0.1837
cirq,20260219,15:17:39,adder_n4,2,4,25,10,0,35,200.67,32.6,0.0073,0.0852,0.0925
cirq,20260219,15:17:39,adder_n4,3,4,25,10,0,35,200.09,35.0,0.0018,0.0772,0.0789
cirq,20260219,15:17:39,adder_n4,4,4,25,10,0,35,200.9,34.7,0.0016,0.0736,0.0752
cirq,20260219,15:17:39,adder_n4,5,4,25,10,0,35,200.78,42.7,0.0058,0.0721,0.0779
cirq,20260219,15:17:39,adder_n4,6,4,25,10,0,35,200.45,36.1,0.0036,0.0679,0.0715
cirq,20260219,15:17:39,adder_n4,7,4,25,10,0,35,200.72,41.9,0.0039,0.0601,0.0641
cirq,20260219,15:17:39,adder_n4,8,4,25,10,0,35,200.36,26.4,0.0037,0.0716,0.0753
cirq,20260219,15:17:39,adder_n4,9,4,25,10,0,35,200.25,24.9,0.0057,0.0729,0.0786
cirq,20260219,15:17:39,adder_n4,10,4,25,10,0,35,200.0,43.7,0.0057,0.0598,0.0656
