FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260401,09:31:45,adder_n4,1,4,25,10,0,35,198.36,12.3,0.0103,0.0713,0.0815
cirq,20260401,09:31:45,adder_n4,2,4,25,10,0,35,198.46,16.5,0.0075,0.0532,0.0607
cirq,20260401,09:31:45,adder_n4,3,4,25,10,0,35,199.1,23.5,0.0058,0.0366,0.0424
cirq,20260401,09:31:45,adder_n4,4,4,25,10,0,35,199.45,33.1,0.0037,0.0566,0.0603
cirq,20260401,09:31:45,adder_n4,5,4,25,10,0,35,199.02,68.2,0.0048,0.0244,0.0293
cirq,20260401,09:31:45,adder_n4,6,4,25,10,0,35,199.23,50.5,0.0057,0.0338,0.0395
cirq,20260401,09:31:45,adder_n4,7,4,25,10,0,35,198.74,70.9,0.0036,0.0245,0.0281
cirq,20260401,09:31:45,adder_n4,8,4,25,10,0,35,198.85,27.5,0.0127,0.06,0.0727
cirq,20260401,09:31:45,adder_n4,9,4,25,10,0,35,199.41,74.1,0.0017,0.0118,0.0134
cirq,20260401,09:31:45,adder_n4,10,4,25,10,0,35,199.26,24.9,0.0017,0.0384,0.0401
