FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260219,15:30:49,bell_n4,1,4,26,7,0,33,255.75,90.2,0.0004,0.1325,0.1348
tket,20260219,15:30:49,bell_n4,2,4,26,7,0,33,255.64,99.5,0.0004,0.1302,0.134
tket,20260219,15:30:49,bell_n4,3,4,26,7,0,33,255.58,97.1,0.0004,0.1335,0.1357
tket,20260219,15:30:49,bell_n4,4,4,26,7,0,33,255.35,98.3,0.0004,0.1318,0.1335
tket,20260219,15:30:49,bell_n4,5,4,26,7,0,33,255.35,82.9,0.0004,0.1564,0.1601
tket,20260219,15:30:49,bell_n4,6,4,26,7,0,33,255.3,95.5,0.0004,0.1356,0.1376
tket,20260219,15:30:49,bell_n4,7,4,26,7,0,33,255.56,97.6,0.0003,0.1328,0.1367
tket,20260219,15:30:49,bell_n4,8,4,26,7,0,33,256.12,106.0,0.0004,0.1316,0.1334
tket,20260219,15:30:49,bell_n4,9,4,26,7,0,33,254.8,97.6,0.0004,0.1327,0.1351
tket,20260219,15:30:49,bell_n4,10,4,26,7,0,33,255.81,77.8,0.0004,0.1536,0.1555
