FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20251227,16:33:16,bell_n4,1,4,26,7,33,255.96,97.3,0.0004,0.1229,0.1271
tket,20251227,16:33:16,bell_n4,2,4,26,7,33,255.41,95.1,0.0004,0.1257,0.1274
tket,20251227,16:33:16,bell_n4,3,4,26,7,33,255.38,93.4,0.0004,0.128,0.1297
tket,20251227,16:33:16,bell_n4,4,4,26,7,33,255.25,97.0,0.0004,0.1232,0.125
tket,20251227,16:33:16,bell_n4,5,4,26,7,33,255.71,95.4,0.0004,0.1357,0.1375
tket,20251227,16:33:16,bell_n4,6,4,26,7,33,255.11,90.5,0.0004,0.1543,0.156
tket,20251227,16:33:16,bell_n4,7,4,26,7,33,255.31,90.2,0.0003,0.1548,0.1565
tket,20251227,16:33:16,bell_n4,8,4,26,7,33,255.8,96.9,0.0004,0.1337,0.1375
tket,20251227,16:33:16,bell_n4,9,4,26,7,33,255.7,96.2,0.0004,0.1347,0.1364
tket,20251227,16:33:16,bell_n4,10,4,26,7,33,255.19,100.8,0.0004,0.1286,0.1302
