FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260219,15:36:35,bell_n4,1,4,26,7,0,33,255.88,98.4,0.0004,0.1114,0.1131
tket,20260219,15:36:35,bell_n4,2,4,26,7,0,33,255.43,100.1,0.0004,0.1394,0.1432
tket,20260219,15:36:35,bell_n4,3,4,26,7,0,33,255.76,78.0,0.0005,0.1661,0.1701
tket,20260219,15:36:35,bell_n4,4,4,26,7,0,33,255.37,109.5,0.0004,0.1274,0.1292
tket,20260219,15:36:35,bell_n4,5,4,26,7,0,33,256.04,101.0,0.0003,0.1283,0.13
tket,20260219,15:36:35,bell_n4,6,4,26,7,0,33,255.67,99.1,0.0004,0.1308,0.1324
tket,20260219,15:36:35,bell_n4,7,4,26,7,0,33,255.43,111.7,0.0004,0.1249,0.1266
tket,20260219,15:36:35,bell_n4,8,4,26,7,0,33,255.43,97.8,0.0004,0.1426,0.1454
tket,20260219,15:36:35,bell_n4,9,4,26,7,0,33,255.26,103.3,0.0004,0.1254,0.1276
tket,20260219,15:36:35,bell_n4,10,4,26,7,0,33,255.56,98.8,0.0005,0.1311,0.135
