FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260219,15:21:00,bell_n4,1,4,26,7,0,33,255.31,95.6,0.0004,0.1356,0.1373
tket,20260219,15:21:00,bell_n4,2,4,26,7,0,33,255.43,102.7,0.0004,0.1262,0.1279
tket,20260219,15:21:00,bell_n4,3,4,26,7,0,33,255.02,97.6,0.0004,0.1327,0.1355
tket,20260219,15:21:00,bell_n4,4,4,26,7,0,33,255.22,104.5,0.0003,0.1239,0.1256
tket,20260219,15:21:00,bell_n4,5,4,26,7,0,33,255.18,83.5,0.0004,0.1551,0.1574
tket,20260219,15:21:00,bell_n4,6,4,26,7,0,33,255.34,92.6,0.0004,0.14,0.1424
tket,20260219,15:21:00,bell_n4,7,4,26,7,0,33,255.14,105.1,0.0004,0.1233,0.125
tket,20260219,15:21:00,bell_n4,8,4,26,7,0,33,255.8,93.3,0.0003,0.1175,0.1192
tket,20260219,15:21:00,bell_n4,9,4,26,7,0,33,255.22,97.2,0.0004,0.1332,0.1445
tket,20260219,15:21:00,bell_n4,10,4,26,7,0,33,255.93,98.4,0.0004,0.1316,0.1355
