FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20260205,12:02:13,bell_n4,1,4,26,7,0,33,255.07,44.0,0.0004,0.2952,0.2975
tket,20260205,12:02:13,bell_n4,2,4,26,7,0,33,254.9,98.5,0.0003,0.1315,0.1353
tket,20260205,12:02:13,bell_n4,3,4,26,7,0,33,254.43,103.0,0.0004,0.1355,0.1393
tket,20260205,12:02:13,bell_n4,4,4,26,7,0,33,254.3,97.1,0.0004,0.1335,0.1353
tket,20260205,12:02:13,bell_n4,5,4,26,7,0,33,254.55,101.4,0.0004,0.1375,0.1413
tket,20260205,12:02:13,bell_n4,6,4,26,7,0,33,254.69,95.5,0.0004,0.1357,0.1407
tket,20260205,12:02:13,bell_n4,7,4,26,7,0,33,254.55,103.3,0.0004,0.1253,0.1291
tket,20260205,12:02:13,bell_n4,8,4,26,7,0,33,254.56,100.9,0.0004,0.1284,0.1302
tket,20260205,12:02:13,bell_n4,9,4,26,7,0,33,254.55,94.1,0.0004,0.1483,0.1619
tket,20260205,12:02:13,bell_n4,10,4,26,7,0,33,254.73,96.7,0.0004,0.1339,0.1356
