FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),TRANSPILE+EXECUTION-TIME(s),TOTAL-TIME(s)
tket,20251227,12:50:48,bell_n4,1,4,26,7,33,255.59,38.2,0.0004,0.4185,0.4207
tket,20251227,12:50:48,bell_n4,2,4,26,7,33,255.46,44.8,0.0004,0.2895,0.2975
tket,20251227,12:50:48,bell_n4,3,4,26,7,33,255.75,78.1,0.0004,0.1659,0.1788
tket,20251227,12:50:48,bell_n4,4,4,26,7,33,256.07,65.3,0.0014,0.1977,0.2013
tket,20251227,12:50:48,bell_n4,5,4,26,7,33,255.57,73.1,0.0004,0.1911,0.1952
tket,20251227,12:50:48,bell_n4,6,4,26,7,33,255.62,82.0,0.0024,0.1683,0.1756
tket,20251227,12:50:48,bell_n4,7,4,26,7,33,255.21,51.0,0.0004,0.2742,0.2831
tket,20251227,12:50:48,bell_n4,8,4,26,7,33,256.05,58.7,0.0004,0.2209,0.2237
tket,20251227,12:50:48,bell_n4,9,4,26,7,33,255.51,100.9,0.0004,0.1284,0.1301
tket,20251227,12:50:48,bell_n4,10,4,26,7,33,255.52,97.9,0.0004,0.1324,0.1361
